x,y,Ma,rho/rho1,p/p1,T/T1
16.068737,11.648825,2.000000,1.000000,1.000000,1.000000
16.068737,12.661367,2.000000,1.000000,1.000000,1.000000
16.068737,13.673909,2.000000,1.000000,1.000000,1.000000
16.068737,14.686451,2.000000,1.000000,1.000000,1.000000
16.068737,15.698993,2.000000,1.000000,1.000000,1.000000
16.068737,16.711535,2.000000,1.000000,1.000000,1.000000
16.068737,17.724077,2.000000,1.000000,1.000000,1.000000
16.068737,18.736619,2.000000,1.000000,1.000000,1.000000
16.068737,19.749161,2.000000,1.000000,1.000000,1.000000
16.068737,20.761703,2.000000,1.000000,1.000000,1.000000
16.068737,21.774245,2.000000,1.000000,1.000000,1.000000
16.068737,22.786787,2.000000,1.000000,1.000000,1.000000
16.068737,23.799329,2.000000,1.000000,1.000000,1.000000
16.068737,24.811871,2.000000,1.000000,1.000000,1.000000
16.068737,25.824413,2.000000,1.000000,1.000000,1.000000
16.068737,26.836955,2.000000,1.000000,1.000000,1.000000
16.068737,27.849497,2.000000,1.000000,1.000000,1.000000
16.068737,28.862039,2.000000,1.000000,1.000000,1.000000
16.068737,29.874580,2.000000,1.000000,1.000000,1.000000
16.068737,30.887122,2.000000,1.000000,1.000000,1.000000
16.068737,31.899664,2.000000,1.000000,1.000000,1.000000
16.068737,32.912206,2.000000,1.000000,1.000000,1.000000
16.068737,33.924748,2.000000,1.000000,1.000000,1.000000
16.068737,34.937290,2.000000,1.000000,1.000000,1.000000
16.068737,35.949832,2.000000,1.000000,1.000000,1.000000
16.068737,36.962374,2.000000,1.000000,1.000000,1.000000
16.068737,37.974916,2.000000,1.000000,1.000000,1.000000
16.068737,38.987458,2.000000,1.000000,1.000000,1.000000
16.068737,40.000000,2.000000,1.000000,1.000000,1.000000
16.783573,-0.568535,2.183402,0.794868,0.732429,0.921447
16.783573,0.445678,2.193877,0.790908,0.725374,0.917142
16.783573,1.459891,2.166922,0.822955,0.763917,0.928261
16.783573,2.474105,2.103409,0.886093,0.846197,0.954975
16.783573,3.488318,2.049145,0.944719,0.924283,0.978368
16.783573,4.502532,2.017208,0.980638,0.973163,0.992378
16.783573,5.516745,2.004024,0.995503,0.993724,0.998213
16.783573,6.530958,2.000559,0.999378,0.999130,0.999752
16.783573,7.545172,2.000039,0.999957,0.999940,0.999983
16.783573,8.559385,2.000001,0.999999,0.999999,1.000000
16.783573,9.573598,2.000000,1.000000,1.000000,1.000000
16.783573,10.587812,2.000000,1.000000,1.000000,1.000000
16.783573,11.602025,2.000000,1.000000,1.000000,1.000000
16.783573,12.616239,2.000000,1.000000,1.000000,1.000000
16.783573,13.630452,2.000000,1.000000,1.000000,1.000000
16.783573,14.644665,2.000000,1.000000,1.000000,1.000000
16.783573,15.658879,2.000000,1.000000,1.000000,1.000000
16.783573,16.673092,2.000000,1.000000,1.000000,1.000000
16.783573,17.687306,2.000000,1.000000,1.000000,1.000000
16.783573,18.701519,2.000000,1.000000,1.000000,1.000000
16.783573,19.715732,2.000000,1.000000,1.000000,1.000000
16.783573,20.729946,2.000000,1.000000,1.000000,1.000000
16.783573,21.744159,2.000000,1.000000,1.000000,1.000000
16.783573,22.758372,2.000000,1.000000,1.000000,1.000000
16.783573,23.772586,2.000000,1.000000,1.000000,1.000000
16.783573,24.786799,2.000000,1.000000,1.000000,1.000000
16.783573,25.801013,2.000000,1.000000,1.000000,1.000000
16.783573,26.815226,2.000000,1.000000,1.000000,1.000000
16.783573,27.829439,2.000000,1.000000,1.000000,1.000000
16.783573,28.843653,2.000000,1.000000,1.000000,1.000000
16.783573,29.857866,2.000000,1.000000,1.000000,1.000000
16.783573,30.872080,2.000000,1.000000,1.000000,1.000000
16.783573,31.886293,2.000000,1.000000,1.000000,1.000000
16.783573,32.900506,2.000000,1.000000,1.000000,1.000000
16.783573,33.914720,2.000000,1.000000,1.000000,1.000000
16.783573,34.928933,2.000000,1.000000,1.000000,1.000000
16.783573,35.943146,2.000000,1.000000,1.000000,1.000000
16.783573,36.957360,2.000000,1.000000,1.000000,1.000000
16.783573,37.971573,2.000000,1.000000,1.000000,1.000000
16.783573,38.985787,2.000000,1.000000,1.000000,1.000000
16.783573,40.000000,2.000000,1.000000,1.000000,1.000000
17.499589,-0.635503,2.181869,0.794210,0.732325,0.922079
17.499589,0.380384,2.196421,0.788922,0.722730,0.916099
17.499589,1.396272,2.182966,0.809249,0.745826,0.921627
17.499589,2.412160,2.126235,0.863649,0.816400,0.945291
17.499589,3.428047,2.068121,0.924161,0.896555,0.970128
17.499589,4.443935,2.028574,0.967897,0.955674,0.987371
17.499589,5.459822,2.008692,0.990266,0.986447,0.996143
17.499589,6.475710,2.001752,0.998048,0.997271,0.999222
17.499589,7.491597,2.000212,0.999764,0.999670,0.999906
17.499589,8.507485,2.000013,0.999986,0.999980,0.999994
17.499589,9.523373,2.000000,1.000000,1.000000,1.000000
17.499589,10.539260,2.000000,1.000000,1.000000,1.000000
17.499589,11.555148,2.000000,1.000000,1.000000,1.000000
17.499589,12.571035,2.000000,1.000000,1.000000,1.000000
17.499589,13.586923,2.000000,1.000000,1.000000,1.000000
17.499589,14.602811,2.000000,1.000000,1.000000,1.000000
17.499589,15.618698,2.000000,1.000000,1.000000,1.000000
17.499589,16.634586,2.000000,1.000000,1.000000,1.000000
17.499589,17.650473,2.000000,1.000000,1.000000,1.000000
17.499589,18.666361,2.000000,1.000000,1.000000,1.000000
17.499589,19.682248,2.000000,1.000000,1.000000,1.000000
17.499589,20.698136,2.000000,1.000000,1.000000,1.000000
17.499589,21.714024,2.000000,1.000000,1.000000,1.000000
17.499589,22.729911,2.000000,1.000000,1.000000,1.000000
17.499589,23.745799,2.000000,1.000000,1.000000,1.000000
17.499589,24.761686,2.000000,1.000000,1.000000,1.000000
17.499589,25.777574,2.000000,1.000000,1.000000,1.000000
17.499589,26.793461,2.000000,1.000000,1.000000,1.000000
17.499589,27.809349,2.000000,1.000000,1.000000,1.000000
17.499589,28.825237,2.000000,1.000000,1.000000,1.000000
17.499589,29.841124,2.000000,1.000000,1.000000,1.000000
17.499589,30.857012,2.000000,1.000000,1.000000,1.000000
17.499589,31.872899,2.000000,1.000000,1.000000,1.000000
17.499589,32.888787,2.000000,1.000000,1.000000,1.000000
17.499589,33.904675,2.000000,1.000000,1.000000,1.000000
17.499589,34.920562,2.000000,1.000000,1.000000,1.000000
17.499589,35.936450,2.000000,1.000000,1.000000,1.000000
17.499589,36.952337,2.000000,1.000000,1.000000,1.000000
17.499589,37.968225,2.000000,1.000000,1.000000,1.000000
17.499589,38.984112,2.000000,1.000000,1.000000,1.000000
17.499589,40.000000,2.000000,1.000000,1.000000,1.000000
18.216787,-0.702581,2.180999,0.793716,0.732153,0.922438
18.216787,0.314983,2.196933,0.788540,0.722216,0.915889
18.216787,1.332548,2.194817,0.799374,0.732832,0.916756
18.216787,2.350112,2.147483,0.843656,0.789966,0.936361
18.216787,3.367677,2.088431,0.902845,0.867977,0.961380
18.216787,4.385241,2.042628,0.952337,0.934445,0.981212
18.216787,5.402806,2.015807,0.982288,0.975408,0.992996
18.216787,6.420370,2.004189,0.995325,0.993473,0.998140
18.216787,7.437935,2.000737,0.999181,0.998854,0.999673
18.216787,8.455499,2.000079,0.999912,0.999877,0.999965
18.216787,9.473064,2.000004,0.999995,0.999993,0.999998
18.216787,10.490628,2.000000,1.000000,1.000000,1.000000
18.216787,11.508193,2.000000,1.000000,1.000000,1.000000
18.216787,12.525758,2.000000,1.000000,1.000000,1.000000
18.216787,13.543322,2.000000,1.000000,1.000000,1.000000
18.216787,14.560887,2.000000,1.000000,1.000000,1.000000
18.216787,15.578451,2.000000,1.000000,1.000000,1.000000
18.216787,16.596016,2.000000,1.000000,1.000000,1.000000
18.216787,17.613580,2.000000,1.000000,1.000000,1.000000
18.216787,18.631145,2.000000,1.000000,1.000000,1.000000
18.216787,19.648709,2.000000,1.000000,1.000000,1.000000
18.216787,20.666274,2.000000,1.000000,1.000000,1.000000
18.216787,21.683838,2.000000,1.000000,1.000000,1.000000
18.216787,22.701403,2.000000,1.000000,1.000000,1.000000
18.216787,23.718967,2.000000,1.000000,1.000000,1.000000
18.216787,24.736532,2.000000,1.000000,1.000000,1.000000
18.216787,25.754097,2.000000,1.000000,1.000000,1.000000
18.216787,26.771661,2.000000,1.000000,1.000000,1.000000
18.216787,27.789226,2.000000,1.000000,1.000000,1.000000
18.216787,28.806790,2.000000,1.000000,1.000000,1.000000
18.216787,29.824355,2.000000,1.000000,1.000000,1.000000
18.216787,30.841919,2.000000,1.000000,1.000000,1.000000
18.216787,31.859484,2.000000,1.000000,1.000000,1.000000
18.216787,32.877048,2.000000,1.000000,1.000000,1.000000
18.216787,33.894613,2.000000,1.000000,1.000000,1.000000
18.216787,34.912177,2.000000,1.000000,1.000000,1.000000
18.216787,35.929742,2.000000,1.000000,1.000000,1.000000
18.216787,36.947306,2.000000,1.000000,1.000000,1.000000
18.216787,37.964871,2.000000,1.000000,1.000000,1.000000
18.216787,38.982435,2.000000,1.000000,1.000000,1.000000
18.216787,40.000000,2.000000,1.000000,1.000000,1.000000
18.935169,-0.769770,2.180667,0.793408,0.731978,0.922575
18.935169,0.249474,2.196134,0.789249,0.723123,0.916217
18.935169,1.268718,2.202781,0.792826,0.724244,0.913498
18.935169,2.287962,2.166296,0.826643,0.767555,0.928521
18.935169,3.307207,2.109196,0.881820,0.839944,0.952511
18.935169,4.326451,2.058843,0.934716,0.910553,0.974149
18.935169,5.345695,2.025450,0.971525,0.960590,0.988745
18.935169,6.364939,2.008331,0.990690,0.987028,0.996303
18.935169,7.384184,2.001936,0.997844,0.996986,0.999140
18.935169,8.403428,2.000301,0.999666,0.999532,0.999866
18.935169,9.422672,2.000029,0.999968,0.999955,0.999987
18.935169,10.441916,2.000001,0.999999,0.999998,0.999999
18.935169,11.461161,2.000000,1.000000,1.000000,1.000000
18.935169,12.480405,2.000000,1.000000,1.000000,1.000000
18.935169,13.499649,2.000000,1.000000,1.000000,1.000000
18.935169,14.518894,2.000000,1.000000,1.000000,1.000000
18.935169,15.538138,2.000000,1.000000,1.000000,1.000000
18.935169,16.557382,2.000000,1.000000,1.000000,1.000000
18.935169,17.576626,2.000000,1.000000,1.000000,1.000000
18.935169,18.595871,2.000000,1.000000,1.000000,1.000000
18.935169,19.615115,2.000000,1.000000,1.000000,1.000000
18.935169,20.634359,2.000000,1.000000,1.000000,1.000000
18.935169,21.653603,2.000000,1.000000,1.000000,1.000000
18.935169,22.672848,2.000000,1.000000,1.000000,1.000000
18.935169,23.692092,2.000000,1.000000,1.000000,1.000000
18.935169,24.711336,2.000000,1.000000,1.000000,1.000000
18.935169,25.730580,2.000000,1.000000,1.000000,1.000000
18.935169,26.749825,2.000000,1.000000,1.000000,1.000000
18.935169,27.769069,2.000000,1.000000,1.000000,1.000000
18.935169,28.788313,2.000000,1.000000,1.000000,1.000000
18.935169,29.807557,2.000000,1.000000,1.000000,1.000000
18.935169,30.826802,2.000000,1.000000,1.000000,1.000000
18.935169,31.846046,2.000000,1.000000,1.000000,1.000000
18.935169,32.865290,2.000000,1.000000,1.000000,1.000000
18.935169,33.884534,2.000000,1.000000,1.000000,1.000000
18.935169,34.903779,2.000000,1.000000,1.000000,1.000000
18.935169,35.923023,2.000000,1.000000,1.000000,1.000000
18.935169,36.942267,2.000000,1.000000,1.000000,1.000000
18.935169,37.961511,2.000000,1.000000,1.000000,1.000000
18.935169,38.980756,2.000000,1.000000,1.000000,1.000000
18.935169,40.000000,2.000000,1.000000,1.000000,1.000000
19.654736,-0.837070,2.180678,0.793260,0.731838,0.922570
19.654736,0.183856,2.194586,0.790619,0.724880,0.916851
19.654736,1.204783,2.207388,0.789052,0.719313,0.911617
19.654736,2.225710,2.182100,0.812819,0.749406,0.921984
19.654736,3.246637,2.129556,0.861940,0.813576,0.943890
19.654736,4.267563,2.076602,0.915881,0.885168,0.966466
19.654736,5.288490,2.037460,0.958251,0.942414,0.983473
19.654736,6.309417,2.014498,0.983796,0.977475,0.993575
19.654736,7.330344,2.004196,0.995321,0.993466,0.998137
19.654736,8.351271,2.000862,0.999041,0.998658,0.999617
19.654736,9.372197,2.000120,0.999867,0.999814,0.999947
19.654736,10.393124,2.000010,0.999989,0.999984,0.999995
19.654736,11.414051,2.000000,1.000000,0.999999,1.000000
19.654736,12.434978,2.000000,1.000000,1.000000,1.000000
19.654736,13.455904,2.000000,1.000000,1.000000,1.000000
19.654736,14.476831,2.000000,1.000000,1.000000,1.000000
19.654736,15.497758,2.000000,1.000000,1.000000,1.000000
19.654736,16.518685,2.000000,1.000000,1.000000,1.000000
19.654736,17.539611,2.000000,1.000000,1.000000,1.000000
19.654736,18.560538,2.000000,1.000000,1.000000,1.000000
19.654736,19.581465,2.000000,1.000000,1.000000,1.000000
19.654736,20.602392,2.000000,1.000000,1.000000,1.000000
19.654736,21.623318,2.000000,1.000000,1.000000,1.000000
19.654736,22.644245,2.000000,1.000000,1.000000,1.000000
19.654736,23.665172,2.000000,1.000000,1.000000,1.000000
19.654736,24.686099,2.000000,1.000000,1.000000,1.000000
19.654736,25.707025,2.000000,1.000000,1.000000,1.000000
19.654736,26.727952,2.000000,1.000000,1.000000,1.000000
19.654736,27.748879,2.000000,1.000000,1.000000,1.000000
19.654736,28.769806,2.000000,1.000000,1.000000,1.000000
19.654736,29.790732,2.000000,1.000000,1.000000,1.000000
19.654736,30.811659,2.000000,1.000000,1.000000,1.000000
19.654736,31.832586,2.000000,1.000000,1.000000,1.000000
19.654736,32.853513,2.000000,1.000000,1.000000,1.000000
19.654736,33.874439,2.000000,1.000000,1.000000,1.000000
19.654736,34.895366,2.000000,1.000000,1.000000,1.000000
19.654736,35.916293,2.000000,1.000000,1.000000,1.000000
19.654736,36.937220,2.000000,1.000000,1.000000,1.000000
19.654736,37.958146,2.000000,1.000000,1.000000,1.000000
19.654736,38.979073,2.000000,1.000000,1.000000,1.000000
19.654736,40.000000,2.000000,1.000000,1.000000,1.000000
20.375492,-0.904481,2.180833,0.793231,0.731760,0.922506
20.375492,0.118131,2.192752,0.792266,0.726986,0.917603
20.375492,1.140743,2.209286,0.787499,0.717289,0.910844
20.375492,2.163355,2.194605,0.802156,0.735451,0.916843
20.375492,3.185967,2.148714,0.843878,0.789740,0.935845
20.375492,4.208579,2.095247,0.896651,0.859404,0.958460
20.375492,5.231191,2.051498,0.942964,0.921598,0.977342
20.375492,6.253803,2.022815,0.974536,0.964699,0.989905
20.375492,7.276415,2.007889,0.991196,0.987726,0.996499
20.375492,8.299027,2.002028,0.997742,0.996843,0.999099
20.375492,9.321639,2.000372,0.999586,0.999421,0.999835
20.375492,10.344251,2.000047,0.999948,0.999928,0.999979
20.375492,11.366863,2.000004,0.999996,0.999994,0.999998
20.375492,12.389475,2.000000,1.000000,1.000000,1.000000
20.375492,13.412087,2.000000,1.000000,1.000000,1.000000
20.375492,14.434699,2.000000,1.000000,1.000000,1.000000
20.375492,15.457311,2.000000,1.000000,1.000000,1.000000
20.375492,16.479923,2.000000,1.000000,1.000000,1.000000
20.375492,17.502535,2.000000,1.000000,1.000000,1.000000
20.375492,18.525147,2.000000,1.000000,1.000000,1.000000
20.375492,19.547759,2.000000,1.000000,1.000000,1.000000
20.375492,20.570371,2.000000,1.000000,1.000000,1.000000
20.375492,21.592983,2.000000,1.000000,1.000000,1.000000
20.375492,22.615595,2.000000,1.000000,1.000000,1.000000
20.375492,23.638207,2.000000,1.000000,1.000000,1.000000
20.375492,24.660820,2.000000,1.000000,1.000000,1.000000
20.375492,25.683432,2.000000,1.000000,1.000000,1.000000
20.375492,26.706044,2.000000,1.000000,1.000000,1.000000
20.375492,27.728656,2.000000,1.000000,1.000000,1.000000
20.375492,28.751268,2.000000,1.000000,1.000000,1.000000
20.375492,29.773880,2.000000,1.000000,1.000000,1.000000
20.375492,30.796492,2.000000,1.000000,1.000000,1.000000
20.375492,31.819104,2.000000,1.000000,1.000000,1.000000
20.375492,32.841716,2.000000,1.000000,1.000000,1.000000
20.375492,33.864328,2.000000,1.000000,1.000000,1.000000
20.375492,34.886940,2.000000,1.000000,1.000000,1.000000
20.375492,35.909552,2.000000,1.000000,1.000000,1.000000
20.375492,36.932164,2.000000,1.000000,1.000000,1.000000
20.375492,37.954776,2.000000,1.000000,1.000000,1.000000
20.375492,38.977388,2.000000,1.000000,1.000000,1.000000
20.375492,40.000000,2.000000,1.000000,1.000000,1.000000
21.097437,-0.972004,2.180999,0.793264,0.731736,0.922438
21.097437,0.052296,2.190962,0.793900,0.729068,0.918338
21.097437,1.076597,2.209158,0.787626,0.717446,0.910896
21.097437,2.100897,2.203787,0.794465,0.725416,0.913087
21.097437,3.125197,2.166023,0.828081,0.768984,0.928634
21.097437,4.149497,2.114121,0.877768,0.834248,0.950419
21.097437,5.173797,2.067123,0.926274,0.899005,0.970560
21.097437,6.198097,2.033220,0.963047,0.948920,0.985331
21.097437,7.222397,2.013295,0.985166,0.979360,0.994106
21.097437,8.246697,2.004111,0.995420,0.993602,0.998174
21.097437,9.270997,2.000945,0.998949,0.998530,0.999580
21.097437,10.295297,2.000156,0.999826,0.999757,0.999931
21.097437,11.319597,2.000018,0.999980,0.999972,0.999992
21.097437,12.343898,2.000001,0.999999,0.999998,0.999999
21.097437,13.368198,2.000000,1.000000,1.000000,1.000000
21.097437,14.392498,2.000000,1.000000,1.000000,1.000000
21.097437,15.416798,2.000000,1.000000,1.000000,1.000000
21.097437,16.441098,2.000000,1.000000,1.000000,1.000000
21.097437,17.465398,2.000000,1.000000,1.000000,1.000000
21.097437,18.489698,2.000000,1.000000,1.000000,1.000000
21.097437,19.513998,2.000000,1.000000,1.000000,1.000000
21.097437,20.538298,2.000000,1.000000,1.000000,1.000000
21.097437,21.562598,2.000000,1.000000,1.000000,1.000000
21.097437,22.586898,2.000000,1.000000,1.000000,1.000000
21.097437,23.611199,2.000000,1.000000,1.000000,1.000000
21.097437,24.635499,2.000000,1.000000,1.000000,1.000000
21.097437,25.659799,2.000000,1.000000,1.000000,1.000000
21.097437,26.684099,2.000000,1.000000,1.000000,1.000000
21.097437,27.708399,2.000000,1.000000,1.000000,1.000000
21.097437,28.732699,2.000000,1.000000,1.000000,1.000000
21.097437,29.756999,2.000000,1.000000,1.000000,1.000000
21.097437,30.781299,2.000000,1.000000,1.000000,1.000000
21.097437,31.805599,2.000000,1.000000,1.000000,1.000000
21.097437,32.829899,2.000000,1.000000,1.000000,1.000000
21.097437,33.854199,2.000000,1.000000,1.000000,1.000000
21.097437,34.878500,2.000000,1.000000,1.000000,1.000000
21.097437,35.902800,2.000000,1.000000,1.000000,1.000000
21.097437,36.927100,2.000000,1.000000,1.000000,1.000000
21.097437,37.951400,2.000000,1.000000,1.000000,1.000000
21.097437,38.975700,2.000000,1.000000,1.000000,1.000000
21.097437,40.000000,2.000000,1.000000,1.000000,1.000000
21.820574,-1.039637,2.181102,0.793318,0.731753,0.922395
21.820574,-0.013646,2.189407,0.795338,0.730897,0.918977
21.820574,1.012345,2.207652,0.788929,0.719117,0.911510
21.820574,2.038335,2.209843,0.789448,0.718885,0.910617
21.820574,3.064326,2.181001,0.814794,0.751596,0.922437
21.820574,4.090317,2.132579,0.859852,0.810510,0.942616
21.820574,5.116308,2.083836,0.908826,0.875520,0.963353
21.820574,6.142299,2.045498,0.949653,0.930621,0.979959
21.820574,7.168290,2.020555,0.977096,0.968205,0.990901
21.820574,8.194281,2.007417,0.991732,0.988467,0.996708
21.820574,9.220272,2.002058,0.997710,0.996798,0.999086
21.820574,10.246263,2.000426,0.999526,0.999337,0.999811
21.820574,11.272254,2.000064,0.999929,0.999900,0.999972
21.820574,12.298245,2.000007,0.999993,0.999990,0.999997
21.820574,13.324236,2.000000,1.000000,0.999999,1.000000
21.820574,14.350227,2.000000,1.000000,1.000000,1.000000
21.820574,15.376218,2.000000,1.000000,1.000000,1.000000
21.820574,16.402209,2.000000,1.000000,1.000000,1.000000
21.820574,17.428199,2.000000,1.000000,1.000000,1.000000
21.820574,18.454190,2.000000,1.000000,1.000000,1.000000
21.820574,19.480181,2.000000,1.000000,1.000000,1.000000
21.820574,20.506172,2.000000,1.000000,1.000000,1.000000
21.820574,21.532163,2.000000,1.000000,1.000000,1.000000
21.820574,22.558154,2.000000,1.000000,1.000000,1.000000
21.820574,23.584145,2.000000,1.000000,1.000000,1.000000
21.820574,24.610136,2.000000,1.000000,1.000000,1.000000
21.820574,25.636127,2.000000,1.000000,1.000000,1.000000
21.820574,26.662118,2.000000,1.000000,1.000000,1.000000
21.820574,27.688109,2.000000,1.000000,1.000000,1.000000
21.820574,28.714100,2.000000,1.000000,1.000000,1.000000
21.820574,29.740091,2.000000,1.000000,1.000000,1.000000
21.820574,30.766082,2.000000,1.000000,1.000000,1.000000
21.820574,31.792073,2.000000,1.000000,1.000000,1.000000
21.820574,32.818063,2.000000,1.000000,1.000000,1.000000
21.820574,33.844054,2.000000,1.000000,1.000000,1.000000
21.820574,34.870045,2.000000,1.000000,1.000000,1.000000
21.820574,35.896036,2.000000,1.000000,1.000000,1.000000
21.820574,36.922027,2.000000,1.000000,1.000000,1.000000
21.820574,37.948018,2.000000,1.000000,1.000000,1.000000
21.820574,38.974009,2.000000,1.000000,1.000000,1.000000
21.820574,40.000000,2.000000,1.000000,1.000000,1.000000
22.544904,-1.107383,2.181119,0.793371,0.731796,0.922388
22.544904,-0.079698,2.188186,0.796483,0.732349,0.919478
22.544904,0.947986,2.205332,0.790959,0.721716,0.912456
22.544904,1.975671,2.213137,0.786738,0.715363,0.909277
22.544904,3.003356,2.193342,0.804100,0.737650,0.917361
22.544904,4.031040,2.150034,0.843398,0.788825,0.935294
22.544904,5.058725,2.101120,0.891231,0.851974,0.955951
22.544904,6.086409,2.059329,0.934803,0.910440,0.973938
22.544904,7.114094,2.029665,0.967039,0.954363,0.986892
22.544904,8.141778,2.012194,0.986410,0.981076,0.994593
22.544904,9.169463,2.003969,0.995580,0.993825,0.998237
22.544904,10.197148,2.000993,0.998895,0.998455,0.999559
22.544904,11.224832,2.000187,0.999792,0.999710,0.999917
22.544904,12.252517,2.000026,0.999972,0.999960,0.999989
22.544904,13.280201,2.000002,0.999997,0.999996,0.999999
22.544904,14.307886,2.000000,1.000000,1.000000,1.000000
22.544904,15.335570,2.000000,1.000000,1.000000,1.000000
22.544904,16.363255,2.000000,1.000000,1.000000,1.000000
22.544904,17.390939,2.000000,1.000000,1.000000,1.000000
22.544904,18.418624,2.000000,1.000000,1.000000,1.000000
22.544904,19.446309,2.000000,1.000000,1.000000,1.000000
22.544904,20.473993,2.000000,1.000000,1.000000,1.000000
22.544904,21.501678,2.000000,1.000000,1.000000,1.000000
22.544904,22.529362,2.000000,1.000000,1.000000,1.000000
22.544904,23.557047,2.000000,1.000000,1.000000,1.000000
22.544904,24.584731,2.000000,1.000000,1.000000,1.000000
22.544904,25.612416,2.000000,1.000000,1.000000,1.000000
22.544904,26.640101,2.000000,1.000000,1.000000,1.000000
22.544904,27.667785,2.000000,1.000000,1.000000,1.000000
22.544904,28.695470,2.000000,1.000000,1.000000,1.000000
22.544904,29.723154,2.000000,1.000000,1.000000,1.000000
22.544904,30.750839,2.000000,1.000000,1.000000,1.000000
22.544904,31.778523,2.000000,1.000000,1.000000,1.000000
22.544904,32.806208,2.000000,1.000000,1.000000,1.000000
22.544904,33.833893,2.000000,1.000000,1.000000,1.000000
22.544904,34.861577,2.000000,1.000000,1.000000,1.000000
22.544904,35.889262,2.000000,1.000000,1.000000,1.000000
22.544904,36.916946,2.000000,1.000000,1.000000,1.000000
22.544904,37.944631,2.000000,1.000000,1.000000,1.000000
22.544904,38.972315,2.000000,1.000000,1.000000,1.000000
22.544904,40.000000,2.000000,1.000000,1.000000,1.000000
23.270431,-1.175240,2.181085,0.793402,0.731836,0.922402
23.270431,-0.145859,2.187333,0.797292,0.733373,0.919829
23.270431,0.883522,2.202659,0.793327,0.724742,0.913547
23.270431,1.912903,2.214136,0.785932,0.714311,0.908871
23.270431,2.942284,2.202916,0.795951,0.727056,0.913442
23.270431,3.971665,2.165995,0.828760,0.769624,0.928645
23.270431,5.001046,2.118464,0.874037,0.829092,0.948578
23.270431,6.030427,2.074331,0.919000,0.889083,0.967445
23.270431,7.059808,2.040493,0.955209,0.938155,0.982146
23.270431,8.089189,2.018588,0.979310,0.971249,0.991768
23.270431,9.118570,2.006940,0.992269,0.989213,0.996920
23.270431,10.147951,2.002043,0.997726,0.996821,0.999092
23.270431,11.177332,2.000464,0.999484,0.999278,0.999794
23.270431,12.206713,2.000080,0.999911,0.999876,0.999965
23.270431,13.236094,2.000010,0.999989,0.999984,0.999996
23.270431,14.265475,2.000001,0.999999,0.999999,1.000000
23.270431,15.294856,2.000000,1.000000,1.000000,1.000000
23.270431,16.324237,2.000000,1.000000,1.000000,1.000000
23.270431,17.353618,2.000000,1.000000,1.000000,1.000000
23.270431,18.382999,2.000000,1.000000,1.000000,1.000000
23.270431,19.412380,2.000000,1.000000,1.000000,1.000000
23.270431,20.441761,2.000000,1.000000,1.000000,1.000000
23.270431,21.471142,2.000000,1.000000,1.000000,1.000000
23.270431,22.500523,2.000000,1.000000,1.000000,1.000000
23.270431,23.529904,2.000000,1.000000,1.000000,1.000000
23.270431,24.559285,2.000000,1.000000,1.000000,1.000000
23.270431,25.588666,2.000000,1.000000,1.000000,1.000000
23.270431,26.618047,2.000000,1.000000,1.000000,1.000000
23.270431,27.647428,2.000000,1.000000,1.000000,1.000000
23.270431,28.676809,2.000000,1.000000,1.000000,1.000000
23.270431,29.706190,2.000000,1.000000,1.000000,1.000000
23.270431,30.735571,2.000000,1.000000,1.000000,1.000000
23.270431,31.764952,2.000000,1.000000,1.000000,1.000000
23.270431,32.794333,2.000000,1.000000,1.000000,1.000000
23.270431,33.823714,2.000000,1.000000,1.000000,1.000000
23.270431,34.853095,2.000000,1.000000,1.000000,1.000000
23.270431,35.882476,2.000000,1.000000,1.000000,1.000000
23.270431,36.911857,2.000000,1.000000,1.000000,1.000000
23.270431,37.941238,2.000000,1.000000,1.000000,1.000000
23.270431,38.970619,2.000000,1.000000,1.000000,1.000000
23.270431,40.000000,2.000000,1.000000,1.000000,1.000000
23.997155,-1.243209,2.181022,0.793422,0.731875,0.922428
23.997155,-0.212129,2.186845,0.797767,0.733969,0.920030
23.997155,0.818951,2.200009,0.795693,0.727765,0.914631
23.997155,1.850032,2.213360,0.786613,0.715178,0.909186
23.997155,2.881112,2.209754,0.790205,0.719603,0.910653
23.997155,3.912192,2.180077,0.816158,0.753165,0.922818
23.997155,4.943272,2.135372,0.857705,0.807478,0.941441
23.997155,5.974352,2.090095,0.902748,0.867239,0.960666
23.997155,7.005433,2.052806,0.941935,0.920056,0.976773
23.997155,8.036513,2.026630,0.970433,0.959007,0.988226
23.997155,9.067593,2.011188,0.987541,0.982641,0.995038
23.997155,10.098673,2.003795,0.995776,0.994097,0.998315
23.997155,11.129754,2.001015,0.998871,0.998421,0.999549
23.997155,12.160834,2.000211,0.999766,0.999672,0.999906
23.997155,13.191914,2.000033,0.999963,0.999948,0.999985
23.997155,14.222994,2.000004,0.999996,0.999994,0.999998
23.997155,15.254074,2.000000,1.000000,1.000000,1.000000
23.997155,16.285155,2.000000,1.000000,1.000000,1.000000
23.997155,17.316235,2.000000,1.000000,1.000000,1.000000
23.997155,18.347315,2.000000,1.000000,1.000000,1.000000
23.997155,19.378395,2.000000,1.000000,1.000000,1.000000
23.997155,20.409476,2.000000,1.000000,1.000000,1.000000
23.997155,21.440556,2.000000,1.000000,1.000000,1.000000
23.997155,22.471636,2.000000,1.000000,1.000000,1.000000
23.997155,23.502716,2.000000,1.000000,1.000000,1.000000
23.997155,24.533797,2.000000,1.000000,1.000000,1.000000
